"","state.of.res","custid","sex","is.employed","income","marital.stat","health.ins","housing.type","recent.move","num.vehicles","age","is.employed.fix1","age.normalized","Median.Income","income.norm","gp","income.lt.30K","age.range","Income"
"145","California",516129,"F",TRUE,48000,"Never Married",FALSE,"Rented",FALSE,2,45,"employed",-0.355174715344201,39832,1.20506125728058,0.287783603183925,FALSE,"(25,65]",2000
"146","California",1393715,"F",FALSE,25500,"Never Married",TRUE,"Rented",FALSE,1,48,"not employed",-0.196136859685263,39832,0.640188792930307,0.819398186402395,TRUE,"(25,65]",35000
"147","California",265299,"M",NA,65500,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,69,"missing",0.917128129927307,39832,1.64440650733079,0.0677385369781405,FALSE,"(65,Inf]",NA
"148","California",863391,"M",TRUE,17000,"Married",TRUE,"Rented",FALSE,2,20,"employed",-1.68049017916869,39832,0.426792528620205,0.650566605618224,TRUE,"[0,25]",34200
"149","California",835830,"F",TRUE,51000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,41,"employed",-0.567225189556119,39832,1.28037758586061,0.6962331966497,FALSE,"(25,65]",NA
"150","California",98086,"M",NA,52100,"Married",TRUE,"Homeowner with mortgage/loan",TRUE,2,69,"missing",0.917128129927307,39832,1.30799357300663,0.308851721463725,FALSE,"(65,Inf]",40000
"151","California",487124,"M",TRUE,2000,"Married",FALSE,"Rented",FALSE,2,54,"employed",0.121938851632614,39832,0.0502108857200241,0.998247954528779,TRUE,"(25,65]",32000
"152","California",1361709,"M",NA,10800,"Married",TRUE,"Rented",FALSE,2,70,"missing",0.970140748480286,39832,0.27113878288813,0.241333513753489,TRUE,"(65,Inf]",NA
"153","California",1201949,"M",NA,25300,"Divorced/Separated",TRUE,"Homeowner free and clear",FALSE,4,83,"missing",1.65930478966902,39832,0.635167704358305,0.464297051541507,TRUE,"(65,Inf]",40000
"154","Colorado",904673,"F",NA,0,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,52,"missing",0.0159136145266553,59209,0,0.425514472648501,TRUE,"(25,65]",69000
"155","Colorado",540956,"F",TRUE,13000,"Never Married",FALSE,"Rented",FALSE,0,49,"employed",-0.143124241132283,59209,0.219561215355774,0.862369037000462,TRUE,"(25,65]",27000
"156","Colorado",1390506,"M",TRUE,76000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,33,"employed",-0.991326137979955,59209,1.28358864361837,0.884069669991732,FALSE,"(25,65]",NA
"157","Colorado",648220,"M",TRUE,20000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,51,"employed",-0.0370990040263242,59209,0.337786485162729,0.49776848917827,TRUE,"(25,65]",NA
"158","Colorado",1165177,"M",TRUE,40000,"Divorced/Separated",TRUE,"Rented",FALSE,2,38,"employed",-0.726263045215058,59209,0.675572970325457,0.579315878450871,FALSE,"(25,65]",NA
"159","Colorado",841342,"M",TRUE,85050,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,62,"employed",0.54603980005645,59209,1.4364370281545,0.350506747839972,FALSE,"(25,65]",50000
"160","Colorado",53759,"F",NA,0,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,34,"missing",-0.938313519426975,59209,0,0.00325942365452647,TRUE,"(25,65]",NA
"161","Colorado",1274592,"M",TRUE,224000,"Widowed",TRUE,"Homeowner free and clear",FALSE,2,83,"employed",1.65930478966902,59209,3.78320863382256,0.761109014740214,FALSE,"(65,Inf]",77800
"162","Colorado",757404,"M",TRUE,22000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,35,"employed",-0.885300900873996,59209,0.371565133679002,0.125345644541085,TRUE,"(25,65]",24800
"163","Colorado",973386,"M",TRUE,45800,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,58,"employed",0.333989325844532,59209,0.773531051022649,0.30942612956278,FALSE,"(25,65]",43500
"164","Connecticut",76182,"F",TRUE,18200,"Divorced/Separated",FALSE,"Homeowner with mortgage/loan",FALSE,1,41,"employed",-0.567225189556119,61154,0.297609314190405,0.278376619098708,TRUE,"(25,65]",NA
"165","Connecticut",102269,"M",NA,14400,"Married",TRUE,"Rented",TRUE,1,84,"missing",1.712317408222,61154,0.235471105733067,0.955143906874582,TRUE,"(65,Inf]",47500
"166","Connecticut",837381,"M",TRUE,10800,"Never Married",TRUE,NA,NA,NA,20,"employed",-1.68049017916869,61154,0.1766033292998,0.547122788382694,TRUE,"[0,25]",127000
"167","Connecticut",948494,"M",TRUE,385000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,34,"employed",-0.938313519426975,61154,6.29558164633548,0.127317725215107,FALSE,"(25,65]",87000
"168","Connecticut",1139422,"F",NA,9600,"Widowed",TRUE,"Rented",FALSE,1,85,"missing",1.76533002677498,61154,0.156980737155378,0.919663007138297,TRUE,"(65,Inf]",10000
"169","Connecticut",458265,"M",TRUE,15000,"Married",TRUE,"Homeowner free and clear",FALSE,1,58,"employed",0.333989325844532,61154,0.245282401805278,0.978771799476817,TRUE,"(25,65]",NA
"170","Connecticut",150055,"F",TRUE,78000,"Married",TRUE,"Rented",FALSE,2,24,"employed",-1.46843970495677,61154,1.27546848938745,0.0421378156170249,FALSE,"[0,25]",NA
"171","Connecticut",1282762,"M",NA,0,"Never Married",FALSE,NA,NA,NA,41,"missing",-0.567225189556119,61154,0,0.420155006228015,TRUE,"(25,65]",110000
"172","Connecticut",892483,"M",NA,100,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,68,"missing",0.864115511374327,61154,0.00163521601203519,0.170811977004632,TRUE,"(65,Inf]",NA
"173","Connecticut",487556,"M",TRUE,94700,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,55,"employed",0.174951470185594,61154,1.54854956339732,0.610409060260281,FALSE,"(25,65]",NA
"174","Connecticut",227318,"M",NA,30000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,69,"missing",0.917128129927307,61154,0.490564803610557,0.918520203558728,FALSE,"(65,Inf]",NA
"175","Connecticut",463808,"F",TRUE,90000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,46,"employed",-0.302162096791222,61154,1.47169441083167,0.793375340057537,FALSE,"(25,65]",110000
"176","Connecticut",572341,"F",TRUE,16000,"Divorced/Separated",TRUE,"Rented",FALSE,1,36,"employed",-0.832288282321016,61154,0.26163456192563,0.229957726085559,TRUE,"(25,65]",NA
"177","Connecticut",975187,"F",TRUE,46000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,3,48,"employed",-0.196136859685263,61154,0.752199365536187,0.579693423118442,FALSE,"(25,65]",75000
"178","Connecticut",177122,"F",TRUE,2000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,39,"employed",-0.673250426662078,61154,0.0327043202407038,0.393153062323108,TRUE,"(25,65]",NA
"179","Connecticut",776471,"M",NA,39900,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,64,"missing",0.652065037162409,61154,0.652451188802041,0.0250126312021166,FALSE,"(25,65]",96000
"180","Connecticut",491848,"F",NA,16700,"Widowed",TRUE,"Rented",FALSE,1,84,"missing",1.712317408222,61154,0.273081074009877,0.0288315336219966,TRUE,"(65,Inf]",54000
"181","Connecticut",896869,"F",FALSE,22000,"Divorced/Separated",FALSE,"Rented",FALSE,1,63,"not employed",0.59905241860943,61154,0.359747522647742,0.57266910513863,TRUE,"(25,65]",NA
"182","Delaware",450776,"F",TRUE,14900,"Divorced/Separated",FALSE,"Rented",FALSE,1,33,"employed",-0.991326137979955,67784,0.21981588575475,0.324177963891998,TRUE,"(25,65]",60000
"183","Delaware",338635,"F",TRUE,13200,"Never Married",TRUE,"Rented",TRUE,1,21,"employed",-1.62747756061571,67784,0.194736220937094,0.954433841397986,TRUE,"[0,25]",70050
"184","Delaware",1039209,"M",NA,1000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,59,"missing",0.387001944397512,67784,0.0147527440103859,0.721908650826663,TRUE,"(25,65]",NA
"185","Delaware",1317659,"M",TRUE,55000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,32,"employed",-1.04433875653293,67784,0.811400920571226,0.649000885197893,FALSE,"(25,65]",412000
"186","Florida",1165631,"M",TRUE,41000,"Never Married",TRUE,"Rented",TRUE,1,37,"employed",-0.779275663768037,56895,0.720625714034625,0.457195005379617,FALSE,"(25,65]",140000
"187","Florida",904144,"F",NA,5700,"Widowed",TRUE,"Homeowner free and clear",FALSE,1,93,"missing",2.18943097519881,56895,0.100184550487741,0.213526024250314,TRUE,"(65,Inf]",6000
"188","Florida",458212,"M",TRUE,170000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,34,"employed",-0.938313519426975,56895,2.98796027770454,0.752585905371234,FALSE,"(25,65]",25000
"189","Florida",86786,"F",TRUE,39600,"Never Married",TRUE,"Rented",FALSE,1,49,"employed",-0.143124241132283,56895,0.696018982335882,0.72577813337557,FALSE,"(25,65]",NA
"190","Florida",679084,"M",NA,29200,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,88,"missing",1.92436788243392,56895,0.513226118288075,0.27912106923759,TRUE,"(65,Inf]",90000
"191","Florida",1262812,"M",TRUE,60000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,70,"employed",0.970140748480286,56895,1.05457421566043,0.178184511838481,FALSE,"(65,Inf]",58000
"192","Florida",634710,"F",TRUE,5000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,54,"employed",0.121938851632614,56895,0.0878811846383689,0.560807537520304,TRUE,"(25,65]",273000
"193","Florida",1005559,"M",NA,82800,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,63,"missing",0.59905241860943,56895,1.45531241761139,0.912562798010185,FALSE,"(25,65]",30000
"194","Florida",181385,"F",NA,290,"Married",FALSE,"Homeowner free and clear",FALSE,2,28,"missing",-1.25638923074485,56895,0.0050971087090254,0.50751689192839,TRUE,"(25,65]",42200
"195","Florida",220135,"M",TRUE,75000,"Divorced/Separated",TRUE,"Rented",TRUE,2,64,"employed",0.652065037162409,56895,1.31821776957553,0.567906091921031,FALSE,"(25,65]",NA
"196","Florida",419951,"F",TRUE,12000,"Never Married",TRUE,"Rented",FALSE,2,21,"employed",-1.62747756061571,56895,0.210914843132085,0.960373319219798,TRUE,"[0,25]",NA
"197","Florida",316753,"M",TRUE,54000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,36,"employed",-0.832288282321016,56895,0.949116794094384,0.322850980330259,FALSE,"(25,65]",NA
"198","Florida",503412,"M",TRUE,16000,"Never Married",TRUE,NA,NA,NA,21,"employed",-1.62747756061571,56895,0.281219790842781,0.657832912169397,TRUE,"[0,25]",NA
"199","Florida",965058,"F",FALSE,6000,"Never Married",FALSE,"Rented",TRUE,1,28,"not employed",-1.25638923074485,56895,0.105457421566043,0.247354248771444,TRUE,"(25,65]",90000
"200","Florida",147984,"F",NA,0,"Married",TRUE,"Rented",FALSE,1,49,"missing",-0.143124241132283,56895,0,0.961548142600805,TRUE,"(25,65]",NA
"201","Florida",761424,"M",TRUE,90000,"Married",TRUE,"Homeowner free and clear",FALSE,2,39,"employed",-0.673250426662078,56895,1.58186132349064,0.466373753733933,FALSE,"(25,65]",NA
"202","Florida",571834,"F",FALSE,19200,"Never Married",TRUE,"Rented",FALSE,1,29,"not employed",-1.20337661219187,56895,0.337463749011337,0.373809243319556,TRUE,"(25,65]",NA
"203","Florida",980375,"F",TRUE,84000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,61,"employed",0.493027181503471,56895,1.4764039019246,0.448560108896345,FALSE,"(25,65]",60000
"204","Florida",511732,"F",NA,0,"Never Married",FALSE,NA,NA,NA,32,"missing",-1.04433875653293,56895,0,0.68368440726772,TRUE,"(25,65]",80000
"205","Florida",801018,"F",NA,45000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,64,"missing",0.652065037162409,56895,0.79093066174532,0.637124835746363,FALSE,"(25,65]",31200
"206","Florida",432526,"F",NA,7300,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,44,"missing",-0.408187333897181,56895,0.128306529572019,0.400522698182613,TRUE,"(25,65]",NA
"207","Florida",643754,"M",TRUE,70000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,54,"employed",0.121938851632614,56895,1.23033658493717,0.298824939876795,FALSE,"(25,65]",37000
"208","Florida",426154,"F",NA,10200,"Divorced/Separated",TRUE,"Rented",FALSE,0,76,"missing",1.28821645979816,56895,0.179277616662273,0.0443093439098448,TRUE,"(65,Inf]",62400
"209","Florida",195539,"M",NA,65700,"Married",TRUE,"Rented",FALSE,2,69,"missing",0.917128129927307,56895,1.15475876614817,0.127537198131904,FALSE,"(65,Inf]",NA
"210","Florida",547258,"M",FALSE,0,"Married",TRUE,"Rented",FALSE,2,53,"not employed",0.0689262330796348,56895,0,0.379386752145365,TRUE,"(25,65]",172000
"211","Florida",830245,"M",TRUE,120300,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,48,"employed",-0.196136859685263,56895,2.11442130239916,0.175105809234083,FALSE,"(25,65]",20000
"212","Florida",934426,"M",TRUE,28000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,62,"employed",0.54603980005645,56895,0.492134633974866,0.887903324561194,TRUE,"(25,65]",19000
"213","Florida",330543,"F",NA,3000,"Married",TRUE,NA,NA,NA,93,"missing",2.18943097519881,56895,0.0527287107830214,0.41590173705481,TRUE,"(65,Inf]",60000
"214","Florida",111870,"M",TRUE,26000,"Married",FALSE,"Homeowner with mortgage/loan",FALSE,1,54,"employed",0.121938851632614,56895,0.456982160119518,0.71619713655673,TRUE,"(25,65]",NA
"215","Florida",46791,"M",NA,22700,"Married",TRUE,"Homeowner free and clear",FALSE,2,67,"missing",0.811102892821348,56895,0.398980578258195,0.594983885297552,TRUE,"(65,Inf]",45000
"216","Florida",618036,"M",FALSE,38200,"Never Married",FALSE,"Rented",FALSE,2,41,"not employed",-0.567225189556119,56895,0.671412250637139,0.359758600126952,FALSE,"(25,65]",NA
"217","Georgia",1145290,"F",TRUE,450,"Married",TRUE,"Rented",FALSE,1,33,"employed",-0.991326137979955,47353,0.00950309378497666,0.544501702301204,TRUE,"(25,65]",130000
"218","Georgia",445622,"F",NA,0,"Never Married",TRUE,"Rented",FALSE,2,48,"missing",-0.196136859685263,47353,0,0.498448673635721,TRUE,"(25,65]",110450
"219","Georgia",479327,"F",TRUE,6400,"Divorced/Separated",TRUE,"Rented",FALSE,2,37,"employed",-0.779275663768037,47353,0.135155111608557,0.163363111205399,TRUE,"(25,65]",NA
"220","Georgia",8521,"M",TRUE,120000,"Never Married",TRUE,"Homeowner free and clear",TRUE,1,39,"employed",-0.673250426662078,47353,2.53415834266044,0.137388342991471,FALSE,"(25,65]",1e+05
"221","Georgia",397230,"F",TRUE,31200,"Married",TRUE,"Rented",FALSE,2,136.052159552928,"employed",4.4717386874602,47353,0.658881169091715,0.249834991060197,FALSE,"(65,Inf]",0
"222","Georgia",1262853,"M",TRUE,8000,"Never Married",TRUE,NA,NA,NA,20,"employed",-1.68049017916869,47353,0.168943889510696,0.521593017037958,TRUE,"[0,25]",31000
"223","Georgia",258948,"F",NA,10820,"Widowed",TRUE,"Rented",FALSE,1,85,"missing",1.76533002677498,47353,0.228496610563217,0.900238507660106,TRUE,"(65,Inf]",1800
"224","Georgia",774920,"M",TRUE,71000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,43,"employed",-0.46119995245016,47353,1.49937701940743,0.279063415247947,FALSE,"(25,65]",110000
"225","Georgia",679364,"F",FALSE,22800,"Married",TRUE,"Homeowner free and clear",FALSE,2,55,"not employed",0.174951470185594,47353,0.481490085105484,0.315101642627269,TRUE,"(25,65]",42000
"226","Georgia",1185382,"F",NA,7200,"Never Married",TRUE,NA,NA,NA,26,"missing",-1.36241446785081,47353,0.152049500559627,0.123204096918926,TRUE,"(25,65]",NA
"227","Georgia",851287,"M",NA,12801,"Widowed",TRUE,"Homeowner with mortgage/loan",FALSE,2,65,"missing",0.705077655715389,47353,0.270331341203303,0.800652516307309,TRUE,"(25,65]",NA
"228","Georgia",987046,"M",TRUE,120350,"Married",TRUE,"Rented",FALSE,1,44,"employed",-0.408187333897181,47353,2.54154963782654,0.997995883459225,FALSE,"(25,65]",6900
"229","Georgia",1216615,"F",NA,25000,"Widowed",TRUE,"Homeowner free and clear",FALSE,3,83,"missing",1.65930478966902,47353,0.527949654720926,0.545062611345202,TRUE,"(65,Inf]",56000
"230","Georgia",80549,"M",NA,85200,"Married",TRUE,"Homeowner free and clear",FALSE,2,75,"missing",1.23520384124518,47353,1.79925242328892,0.747063761809841,FALSE,"(65,Inf]",54000
"231","Georgia",1249187,"F",TRUE,60000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,55,"employed",0.174951470185594,47353,1.26707917133022,0.11681615957059,FALSE,"(25,65]",86000
"232","Georgia",215876,"F",NA,53600,"Widowed",TRUE,"Rented",FALSE,0,88,"missing",1.92436788243392,47353,1.13192405972166,0.312172096921131,FALSE,"(65,Inf]",42200
"233","Georgia",908176,"F",NA,10100,"Widowed",TRUE,"Rented",FALSE,0,76,"missing",1.28821645979816,47353,0.213291660507254,0.0163752217777073,TRUE,"(65,Inf]",40000
"234","Georgia",1042791,"M",FALSE,25800,"Married",TRUE,"Rented",TRUE,2,46,"not employed",-0.302162096791222,47353,0.544844043671995,0.211738398065791,TRUE,"(25,65]",38000
"235","Georgia",1065669,"F",TRUE,52500,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,2,61,"employed",0.493027181503471,47353,1.10869427491394,0.780552775133401,FALSE,"(25,65]",135000
"236","Georgia",303624,"M",TRUE,100000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,41,"employed",-0.567225189556119,47353,2.1117986188837,0.610920503502712,FALSE,"(25,65]",25000
"237","Georgia",638760,"M",FALSE,20000,"Married",FALSE,"Homeowner free and clear",FALSE,1,33,"not employed",-0.991326137979955,47353,0.422359723776741,0.993764085927978,TRUE,"(25,65]",NA
"238","Georgia",843811,"F",TRUE,40000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,146.680196558591,"employed",5.03515875920836,47353,0.844719447553481,0.182377936784178,FALSE,"(65,Inf]",NA
"239","Georgia",592496,"M",TRUE,10700,"Divorced/Separated",TRUE,"Rented",FALSE,1,60,"employed",0.440014562950491,47353,0.225962452220556,0.553131454624236,TRUE,"(25,65]",61000
"240","Georgia",333355,"M",FALSE,22000,"Married",TRUE,"Rented",TRUE,2,44,"not employed",-0.408187333897181,47353,0.464595696154415,0.693980813957751,TRUE,"(25,65]",22000
"241","Georgia",1314429,"M",NA,39000,"Married",TRUE,"Homeowner free and clear",FALSE,2,69,"missing",0.917128129927307,47353,0.823601461364644,0.280709770740941,FALSE,"(65,Inf]",NA
"242","Georgia",604216,"M",NA,16500,"Divorced/Separated",FALSE,NA,NA,NA,42,"missing",-0.51421257100314,47353,0.348446772115811,0.918590824119747,TRUE,"(25,65]",2e+05
"243","Hawaii",1238678,"M",TRUE,65000,"Married",FALSE,"Homeowner with mortgage/loan",FALSE,1,40,"employed",-0.620237808109099,46867,1.38690336484093,0.547696775523946,FALSE,"(25,65]",10000
"244","Hawaii",986096,"M",TRUE,172000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,41,"employed",-0.567225189556119,46867,3.66995967311755,0.593434143578634,FALSE,"(25,65]",NA
"245","Idaho",17946,"F",TRUE,85000,"Divorced/Separated",TRUE,"Rented",FALSE,1,51,"employed",-0.0370990040263242,61308,1.38644222613688,0.537527662236243,FALSE,"(25,65]",23100
"246","Idaho",427589,"F",TRUE,40000,"Divorced/Separated",TRUE,"Rented",TRUE,1,54,"employed",0.121938851632614,61308,0.652443400535004,0.0833532642573118,FALSE,"(25,65]",13200
"247","Idaho",110024,"F",NA,18960,"Widowed",TRUE,"Homeowner free and clear",FALSE,2,83,"missing",1.65930478966902,61308,0.309258171853592,0.187805050285533,TRUE,"(65,Inf]",25000
"248","Illinois",2068,"F",NA,11300,"Married",TRUE,"Homeowner free and clear",FALSE,2,49,"missing",-0.143124241132283,49293,0.229241474448705,0.524620275013149,TRUE,"(25,65]",45000
"249","Illinois",151170,"F",TRUE,9000,"Divorced/Separated",TRUE,"Rented",FALSE,2,57,"employed",0.280976707291553,49293,0.182581705313128,0.774096868233755,TRUE,"(25,65]",24000
"250","Illinois",1024624,"F",TRUE,31900,"Divorced/Separated",TRUE,"Homeowner free and clear",FALSE,1,62,"employed",0.54603980005645,49293,0.647150711054308,0.360588794341311,FALSE,"(25,65]",NA
